year,month,day,hour,origin,dest,tailnum,carrier
2013,7,18,11,LGA,MIA,N3EGAA,AA
2013,7,18,11,LGA,FLL,N907DE,DL
2013,7,18,11,EWR,RDU,N14171,EV
2013,7,18,11,EWR,MCO,N12116,UA
2013,7,18,11,LGA,STL,N4XYAA,AA
2013,7,18,11,LGA,MSP,N518MQ,MQ
2013,7,18,8,LGA,MCI,N604QX,EV
2013,7,18,11,EWR,ATL,N361NB,DL
2013,7,18,12,LGA,CLE,N721MQ,MQ
2013,7,18,12,LGA,DCA,N748UW,US
2013,7,18,11,LGA,RDU,N851MQ,MQ
2013,7,18,11,LGA,BNA,N5PBMQ,MQ
2013,7,18,11,EWR,BTV,N13123,EV
2013,7,18,11,EWR,MIA,N3AJAA,AA
2013,7,18,12,JFK,CLT,N114UW,US
2013,7,18,12,EWR,MCI,N14180,EV
2013,7,18,10,LGA,FLL,N503JB,B6
2013,7,18,11,LGA,BTV,N761ND,EV
2013,7,18,11,EWR,PIT,N13978,EV
2013,7,18,12,LGA,BOS,N957UW,US
2013,7,18,11,LGA,DEN,N466WN,WN
2013,7,18,11,JFK,DCA,N849MQ,MQ
2013,7,18,12,JFK,BOS,N314NB,DL
2013,7,18,12,EWR,MDW,N467WN,WN
2013,7,18,12,LGA,ATL,N520MQ,MQ
2013,7,18,12,JFK,SFO,N525UA,UA
2013,7,18,12,EWR,ROC,N14960,EV
2013,7,18,11,EWR,JAX,N14952,EV
2013,7,18,12,JFK,LAX,N335AA,AA
2013,7,18,12,LGA,ORD,N537UA,UA
2013,7,18,12,EWR,DAY,N13992,EV
2013,7,18,12,LGA,ATL,N633DL,DL
2013,7,18,12,LGA,DFW,N538AA,AA
2013,7,18,12,EWR,IAH,N498UA,UA
2013,7,18,12,JFK,ACK,N368JB,B6
2013,7,18,12,JFK,LAX,N613JB,B6
2013,7,18,11,LGA,PIT,N751EV,EV
2013,7,18,11,LGA,PBI,N396DA,DL
2013,7,18,12,EWR,SNA,N16713,UA
2013,7,18,12,JFK,LAX,N6709,DL
2013,7,18,12,EWR,CLT,N13958,EV
2013,7,18,12,LGA,ORD,N473AA,AA
2013,7,18,12,JFK,BUF,N604LR,9E
2013,7,18,12,JFK,BUF,N190JB,B6
2013,7,18,12,LGA,HOU,N428WN,WN
2013,7,18,12,EWR,DEN,N914WN,WN
2013,7,18,11,JFK,BWI,N8800G,9E
2013,7,18,12,EWR,ATL,N23707,UA
2013,7,18,12,EWR,BOS,N87531,UA
2013,7,18,12,EWR,MIA,N33103,UA
2013,7,18,12,EWR,GSO,N14974,EV
2013,7,18,12,EWR,DTW,N16170,EV
2013,7,18,12,LGA,SYR,N730EV,EV
2013,7,18,11,JFK,IAD,N203JB,B6
2013,7,18,12,LGA,DFW,N3GPAA,AA
2013,7,18,12,JFK,MIA,N5DVAA,AA
2013,7,18,12,EWR,BNA,N16999,EV
2013,7,18,12,JFK,FLL,N608JB,B6
2013,7,18,12,JFK,SYR,N351JB,B6
2013,7,18,12,JFK,SLC,N3757D,DL
2013,7,18,12,EWR,HOU,N258WN,WN
2013,7,18,12,JFK,RDU,N823MQ,MQ
2013,7,18,12,LGA,CMH,N725MQ,MQ
2013,7,18,13,LGA,DCA,N747UW,US
2013,7,18,12,LGA,DTW,N339NB,DL
2013,7,18,13,LGA,BOS,N956UW,US
2013,7,18,13,EWR,IAD,N34111,EV
2013,7,18,12,EWR,SFO,N27421,UA
2013,7,18,13,EWR,RIC,N19554,EV
2013,7,18,13,JFK,LAX,N640VA,VX
2013,7,18,12,LGA,IAH,N425UA,UA
2013,7,18,13,EWR,LAX,N622VA,VX
2013,7,18,12,LGA,CLT,N190UW,US
2013,7,18,12,LGA,ATL,N977DL,DL
2013,7,18,12,LGA,MKE,N785SW,WN
2013,7,18,11,LGA,MSP,N931DL,DL
2013,7,18,12,JFK,BOS,N183JB,B6
2013,7,18,13,EWR,FLL,N79402,UA
2013,7,18,13,EWR,PBI,N832UA,UA
2013,7,18,12,EWR,MCO,N19130,UA
2013,7,18,12,EWR,SJU,N38473,UA
2013,7,18,13,EWR,LAX,N41135,UA
2013,7,18,13,EWR,CLT,N126UW,US
2013,7,18,13,EWR,BNA,N936WN,WN
2013,7,18,13,LGA,ATL,N927AT,FL
2013,7,18,13,EWR,ORD,N19136,UA
2013,7,18,13,EWR,CVG,N8908D,9E
2013,7,18,13,LGA,DTW,N724MQ,MQ
2013,7,18,12,JFK,BOS,N3BNAA,AA
2013,7,18,13,EWR,SFO,N57439,UA
2013,7,18,13,EWR,MSY,N13202,EV
2013,7,18,13,LGA,RDU,N512MQ,MQ
2013,7,18,13,JFK,ROC,N329JB,B6
2013,7,18,13,LGA,CLE,N723MQ,MQ
2013,7,18,13,JFK,ATL,N317NB,DL
2013,7,18,13,EWR,MEM,N29917,EV
2013,7,18,13,EWR,HNL,N76055,UA
2013,7,18,13,LGA,SRQ,N583JB,B6
2013,7,18,12,EWR,MCO,N569JB,B6
2013,7,18,13,LGA,DEN,N209FR,F9
2013,7,18,12,LGA,MIA,N957DL,DL
2013,7,18,13,EWR,BTV,N14904,EV
2013,7,18,13,EWR,PHX,N236WN,WN
2013,7,18,13,LGA,MDW,N7746C,WN
2013,7,18,13,LGA,DFW,N3HEAA,AA
2013,7,18,13,JFK,MVY,N304JB,B6
2013,7,18,13,EWR,DFW,N413UA,UA
2013,7,18,13,JFK,LAX,N327AA,AA
2013,7,18,13,EWR,ORD,N833UA,UA
2013,7,18,13,EWR,PHX,N628AW,US
2013,7,18,14,LGA,DCA,N769US,US
2013,7,18,13,EWR,DCA,N18557,EV
2013,7,18,13,JFK,CHS,N179JB,B6
2013,7,18,13,JFK,SFO,N723TW,DL
2013,7,18,13,LGA,MCO,N954DL,DL
2013,7,18,12,EWR,PHX,N470UA,UA
2013,7,18,13,LGA,ORD,N470AA,AA
2013,7,18,14,EWR,MCI,N14168,EV
2013,7,18,13,JFK,BOS,N294JB,B6
2013,7,18,13,EWR,IAH,N37298,UA
2013,7,18,13,EWR,LAX,N35271,UA
2013,7,18,14,EWR,CVG,N11539,EV
2013,7,18,14,EWR,ATL,N305DQ,DL
2013,7,18,14,JFK,MCO,N661JB,B6
2013,7,18,13,LGA,RSW,N595JB,B6
2013,7,18,13,EWR,ORD,N509MQ,MQ
2013,7,18,14,JFK,IAD,N877AS,EV
2013,7,18,14,LGA,ATL,N985AT,FL
2013,7,18,14,EWR,MSN,N12160,EV
2013,7,18,13,LGA,CLT,N534MQ,MQ
2013,7,18,14,LGA,GSO,N615QX,EV
2013,7,18,14,JFK,BUF,N206JB,B6
2013,7,18,14,LGA,ATL,N1EAMQ,MQ
2013,7,18,13,LGA,MIA,N3HUAA,AA
2013,7,18,13,EWR,MSP,N11119,EV
2013,7,18,14,EWR,STL,N13949,EV
2013,7,18,14,JFK,BWI,N8972E,9E
2013,7,18,14,LGA,MSP,N522MQ,MQ
2013,7,18,14,EWR,SFO,N26226,UA
2013,7,18,14,EWR,GSP,N13955,EV
2013,7,18,14,JFK,SJU,N729JB,B6
2013,7,18,14,LGA,CAK,N971AT,FL
2013,7,18,14,JFK,BUF,N920XJ,9E
2013,7,18,14,LGA,DFW,N3FAAA,AA
2013,7,18,14,JFK,JAX,N358JB,B6
2013,7,18,13,JFK,LGB,N516JB,B6
2013,7,18,14,JFK,DCA,N602LR,9E
2013,7,18,14,JFK,CLT,N833AY,9E
2013,7,18,14,EWR,TPA,N13716,UA
2013,7,18,14,LGA,CLT,N154UW,US
2013,7,18,13,LGA,ATL,N983DL,DL
2013,7,18,14,JFK,TPA,N3FTAA,AA
2013,7,18,14,LGA,IAH,N24729,UA
2013,7,18,14,EWR,ATL,N16918,EV
2013,7,18,15,JFK,MCO,N5FKAA,AA
2013,7,18,14,JFK,HOU,N353JB,B6
2013,7,18,14,EWR,BOS,N854UA,UA
2013,7,18,14,JFK,CLE,N8907A,9E
2013,7,18,14,LGA,FLL,N580JB,B6
2013,7,18,13,EWR,FLL,N559JB,B6
2013,7,18,14,EWR,SAN,N37474,UA
2013,7,18,14,EWR,DCA,N13994,EV
2013,7,18,15,EWR,CLT,N770UW,US
2013,7,18,14,EWR,LAS,N76254,UA
2013,7,18,13,LGA,ORD,N493AA,AA
2013,7,18,14,JFK,RDU,N812MQ,MQ
2013,7,18,14,JFK,SEA,N186DN,DL
2013,7,18,14,EWR,FLL,N37413,UA
2013,7,18,14,EWR,RSW,N79521,UA
2013,7,18,15,LGA,CHS,N740EV,EV
2013,7,18,14,EWR,BOS,N198JB,B6
2013,7,18,15,LGA,ORD,N805UA,UA
2013,7,18,15,LGA,BOS,N944UW,US
2013,7,18,15,EWR,CLT,N14558,EV
2013,7,18,15,JFK,DCA,N6EAMQ,MQ
2013,7,18,15,EWR,DFW,N583AA,AA
2013,7,18,14,LGA,DTW,N351NB,DL
2013,7,18,14,JFK,MSY,N184JB,B6
2013,7,18,14,JFK,LAX,N589UA,UA
2013,7,18,14,LGA,MSP,N955DL,DL
2013,7,18,14,EWR,MCO,N37253,UA
2013,7,18,14,JFK,DTW,N331NB,DL
2013,7,18,14,LGA,FLL,N317US,DL
2013,7,18,15,EWR,ORD,N513UA,UA
2013,7,18,15,EWR,AUS,N828UA,UA
2013,7,18,14,JFK,BOS,N706TW,DL
2013,7,18,15,JFK,MCO,N768JB,B6
2013,7,18,15,JFK,LAS,N383DN,DL
2013,7,18,15,EWR,BNA,N14543,EV
2013,7,18,15,EWR,SDF,N13538,EV
2013,7,18,15,EWR,LAX,N58101,UA
2013,7,18,15,LGA,DEN,N578UA,UA
2013,7,18,15,EWR,SFO,N509UA,UA
2013,7,18,15,EWR,JAX,N21129,EV
2013,7,18,14,LGA,ATL,N692DL,DL
2013,7,18,15,LGA,RDU,N711MQ,MQ
2013,7,18,15,LGA,TPA,N313US,DL
2013,7,18,15,LGA,XNA,N735MQ,MQ
2013,7,18,15,EWR,DEN,N507UA,UA
2013,7,18,14,EWR,DTW,N11536,EV
2013,7,18,15,EWR,SEA,N37420,UA
2013,7,18,15,EWR,MKE,N12900,EV
2013,7,18,14,JFK,DFW,N930XJ,9E
2013,7,18,15,JFK,SFO,N376AA,AA
2013,7,18,15,EWR,MDW,N479WN,WN
2013,7,18,15,LGA,PHL,N954UW,US
2013,7,18,13,JFK,PWM,N292JB,B6
2013,7,18,15,JFK,RSW,N606JB,B6
2013,7,18,15,LGA,BNA,N525MQ,MQ
2013,7,18,15,EWR,IAH,N568UA,UA
2013,7,18,15,JFK,FLL,N3768,DL
2013,7,18,15,EWR,ATL,N968DL,DL
2013,7,18,14,LGA,CMH,N717MQ,MQ
2013,7,18,15,LGA,CLT,N754UW,US
2013,7,18,15,EWR,ORD,N514MQ,MQ
2013,7,18,15,LGA,DFW,N3CNAA,AA
2013,7,18,15,JFK,SJU,N3773D,DL
2013,7,18,15,LGA,CLE,N25705,UA
2013,7,18,15,LGA,MSY,N370NB,DL
2013,7,18,13,JFK,PBI,N789JB,B6
2013,7,18,15,LGA,MIA,N918DL,DL
2013,7,18,15,JFK,SFO,N555UA,UA
2013,7,18,15,EWR,MCO,N448UA,UA
2013,7,18,15,JFK,AUS,N3771K,DL
2013,7,18,15,JFK,ORD,N354JB,B6
2013,7,18,15,JFK,LAX,N198DN,DL
2013,7,18,14,LGA,PBI,N905DL,DL
2013,7,18,16,LGA,DCA,N748UW,US
2013,7,18,15,LGA,MCO,N978DL,DL
2013,7,18,16,LGA,BOS,N957UW,US
2013,7,18,15,JFK,IND,N691MQ,MQ
2013,7,18,15,EWR,STL,N27962,EV
2013,7,18,14,EWR,IAD,N13989,EV
2013,7,18,15,JFK,LAX,N339AA,AA
2013,7,18,15,JFK,MCO,N389DA,DL
2013,7,18,15,JFK,ORD,N912XJ,9E
2013,7,18,14,EWR,CHS,N24128,EV
2013,7,18,16,JFK,BOS,N3GXAA,AA
2013,7,18,16,EWR,PBI,N653JB,B6
2013,7,18,15,LGA,ORD,N505AA,AA
2013,7,18,15,EWR,TPA,N603JB,B6
2013,7,18,15,EWR,DEN,N464WN,WN
2013,7,18,15,EWR,GRR,N12172,EV
2013,7,18,15,JFK,BTV,N284JB,B6
2013,7,18,15,LGA,STL,N931WN,WN
2013,7,18,16,EWR,SFO,N37466,UA
2013,7,18,16,JFK,SFO,N721TW,DL
2013,7,18,14,LGA,CLT,N755EV,EV
2013,7,18,14,EWR,CLE,N836UA,UA
2013,7,18,14,LGA,MIA,N3GSAA,AA
2013,7,18,16,JFK,PDX,N375DA,DL
2013,7,18,15,EWR,CVG,N19966,EV
2013,7,18,16,LGA,TPA,N640JB,B6
2013,7,18,16,LGA,BNA,N761ND,EV
2013,7,18,16,LGA,ORD,N482AA,AA
2013,7,18,15,EWR,ORD,N24202,UA
2013,7,18,16,EWR,RDU,N15986,EV
2013,7,18,16,JFK,ATL,N827MH,DL
2013,7,18,16,JFK,RDU,N934XJ,9E
2013,7,18,16,LGA,ATL,N503MQ,MQ
2013,7,18,15,JFK,CMH,N671MQ,MQ
2013,7,18,16,EWR,DAY,N13988,EV
2013,7,18,16,JFK,BOS,N371NB,DL
2013,7,18,16,LGA,RDU,N851MQ,MQ
2013,7,18,15,EWR,MSP,N11189,EV
2013,7,18,16,JFK,MKE,N917XJ,9E
2013,7,18,16,JFK,PHX,N542UW,US
2013,7,18,16,JFK,DFW,N3CWAA,AA
2013,7,18,16,EWR,IAH,N18119,UA
2013,7,18,16,JFK,BNA,N648MQ,MQ
2013,7,18,16,JFK,FLL,N784JB,B6
2013,7,18,16,JFK,BUF,N190JB,B6
2013,7,18,16,JFK,SAN,N587JB,B6
2013,7,18,15,EWR,CLE,N54711,UA
2013,7,18,16,EWR,GSO,N13968,EV
2013,7,18,16,LGA,PBI,N655JB,B6
2013,7,18,16,JFK,SFO,N845VA,VX
2013,7,18,16,EWR,DTW,N723EV,EV
2013,7,18,16,LGA,RDU,N748EV,EV
2013,7,18,15,LGA,CLT,N539MQ,MQ
2013,7,18,16,JFK,PHL,N8905F,9E
2013,7,18,16,JFK,SDF,N8913A,9E
2013,7,18,15,EWR,SAV,N13913,EV
2013,7,18,15,JFK,MIA,N328NW,DL
2013,7,18,16,EWR,PHX,N659AW,US
2013,7,18,15,JFK,BNA,N925XJ,9E
2013,7,18,16,EWR,DFW,N499AA,AA
2013,7,18,17,JFK,CVG,N604LR,9E
2013,7,18,16,EWR,CVG,N8771A,9E
2013,7,18,16,JFK,LAX,N520JB,B6
2013,7,18,16,EWR,BOS,N802UA,UA
2013,7,18,17,JFK,SYR,N183JB,B6
2013,7,18,16,EWR,LAX,N535UA,UA
2013,7,18,16,JFK,DTW,N913XJ,9E
2013,7,18,16,EWR,ROC,N17984,EV
2013,7,18,16,EWR,ORD,N449UA,UA
2013,7,18,17,LGA,ORD,N24224,UA
2013,7,18,16,LGA,DTW,N725MQ,MQ
2013,7,18,17,EWR,ORF,N12569,EV
2013,7,18,17,JFK,CLT,N187JB,B6
2013,7,18,16,EWR,ATL,N329NB,DL
2013,7,18,17,LGA,IAH,N39728,UA
2013,7,18,17,LGA,ORD,N479AA,AA
2013,7,18,17,LGA,DFW,N576AA,AA
2013,7,18,17,JFK,MCI,N909XJ,9E
2013,7,18,17,JFK,RDU,N368JB,B6
2013,7,18,17,EWR,MCO,N712JB,B6
2013,7,18,16,EWR,SFO,N37471,UA
2013,7,18,17,LGA,BOS,N955UW,US
2013,7,18,17,LGA,CLT,N176UW,US
2013,7,18,17,JFK,PWM,N304JB,B6
2013,7,18,16,JFK,BOS,N351JB,B6
2013,7,18,17,EWR,SAT,N76526,UA
2013,7,18,17,EWR,LAS,N37273,UA
2013,7,18,16,LGA,IAD,N518LR,YV
2013,7,18,17,JFK,SAN,N3760C,DL
2013,7,18,16,LGA,MDW,N759GS,WN
2013,7,18,16,JFK,CVG,N622MQ,MQ
2013,7,18,17,JFK,DCA,N856MQ,MQ
2013,7,18,17,EWR,MCO,N34137,UA
2013,7,18,17,JFK,LAX,N718TW,DL
2013,7,18,16,EWR,MEM,N13992,EV
2013,7,18,15,JFK,MSP,N921XJ,9E
2013,7,18,17,EWR,PHX,N434UA,UA
2013,7,18,17,JFK,ROC,N203JB,B6
2013,7,18,17,EWR,MIA,N3HGAA,AA
2013,7,18,16,LGA,ATL,N967DL,DL
2013,7,18,17,EWR,SLC,N3767,DL
2013,7,18,17,EWR,DTW,N13958,EV
2013,7,18,16,EWR,ATL,N14974,EV
2013,7,18,17,EWR,BOS,N355JB,B6
2013,7,18,17,JFK,IAH,N3GEAA,AA
2013,7,18,17,EWR,SEA,N77430,UA
2013,7,18,17,LGA,DCA,N746UW,US
2013,7,18,16,EWR,IAD,N14153,EV
2013,7,18,16,EWR,RIC,N14904,EV
2013,7,18,17,EWR,SFO,N521VA,VX
2013,7,18,17,EWR,BNA,N16170,EV
2013,7,18,17,JFK,SJU,N809JB,B6
2013,7,18,17,JFK,SEA,N722TW,DL
2013,7,18,17,EWR,CVG,N14960,EV
2013,7,18,17,JFK,SFO,N554UA,UA
2013,7,18,17,EWR,CHS,N18557,EV
2013,7,18,17,JFK,AUS,N3CAAA,AA
2013,7,18,17,JFK,LAX,N336AA,AA
2013,7,18,17,EWR,MKE,N16559,EV
2013,7,18,17,EWR,CLT,N679AW,US
2013,7,18,16,JFK,LAX,N626VA,VX
2013,7,18,17,EWR,LAX,N75433,UA
2013,7,18,17,JFK,SFO,N704X,DL
2013,7,18,17,JFK,LAS,N5EHAA,AA
2013,7,18,17,LGA,MCO,N510JB,B6
2013,7,18,16,EWR,DEN,N24715,UA
2013,7,18,17,EWR,STL,N14568,EV
2013,7,18,17,LGA,DEN,N273WN,WN
2013,7,18,17,JFK,ORF,N644MQ,MQ
2013,7,18,17,JFK,SAN,N3BNAA,AA
2013,7,18,15,JFK,MIA,N397AA,AA
2013,7,18,16,LGA,MSP,N915DE,DL
2013,7,18,15,JFK,SLC,N3747D,DL
2013,7,18,17,LGA,RDU,N5PBMQ,MQ
2013,7,18,17,EWR,MSP,N14204,EV
2013,7,18,17,JFK,SFO,N319AA,AA
2013,7,18,18,JFK,SFO,N793JB,B6
2013,7,18,17,EWR,BOS,N23721,UA
2013,7,18,16,LGA,MEM,N322NB,DL
2013,7,18,18,JFK,BUR,N599JB,B6
2013,7,18,18,LGA,CMH,N512MQ,MQ
2013,7,18,16,LGA,CLT,N730EV,EV
2013,7,18,18,EWR,CLE,N14704,UA
2013,7,18,17,LGA,DEN,N202FR,F9
2013,7,18,18,LGA,DCA,N769US,US
2013,7,18,17,EWR,STL,N227WN,WN
2013,7,18,18,EWR,MSP,N373NW,DL
2013,7,18,17,LGA,DEN,N579UA,UA
2013,7,18,17,JFK,ORD,N3DYAA,AA
2013,7,18,17,LGA,DFW,N3FBAA,AA
2013,7,18,15,EWR,MSY,N13123,EV
2013,7,18,18,JFK,BWI,N932MQ,MQ
2013,7,18,18,EWR,DEN,N437UA,UA
2013,7,18,16,LGA,MIA,N3CRAA,AA
2013,7,18,17,JFK,OAK,N746JB,B6
2013,7,18,17,LGA,MIA,N3FUAA,AA
2013,7,18,18,EWR,MDW,N261WN,WN
2013,7,18,18,EWR,ORD,N479UA,UA
2013,7,18,18,JFK,MSP,N935XJ,9E
2013,7,18,18,JFK,LGB,N703JB,B6
2013,7,18,18,JFK,LAX,N199DN,DL
2013,7,18,18,LGA,BGR,N741EV,EV
2013,7,18,17,LGA,CLT,N924FJ,YV
2013,7,18,18,EWR,CVG,N801AY,9E
2013,7,18,18,EWR,SEA,N305AS,AS
2013,7,18,18,LGA,ORD,N24706,UA
2013,7,18,16,LGA,DTW,N3738B,DL
2013,7,18,18,EWR,CAE,N13994,EV
2013,7,18,18,JFK,CLT,N541UW,US
2013,7,18,17,EWR,SAN,N38467,UA
2013,7,18,18,EWR,ORD,N507MQ,MQ
2013,7,18,17,LGA,DEN,N3741S,DL
2013,7,18,18,EWR,ATL,N327NB,DL
2013,7,18,18,EWR,LAX,N73860,UA
2013,7,18,17,EWR,SFO,N587UA,UA
2013,7,18,18,JFK,MIA,N981DL,DL
2013,7,18,18,JFK,SFO,N502UA,UA
2013,7,18,17,JFK,LAX,N597UA,UA
2013,7,18,18,JFK,ATL,N390DA,DL
2013,7,18,18,JFK,SEA,N3FDAA,AA
2013,7,18,18,JFK,PBI,N568JB,B6
2013,7,18,17,JFK,MIA,N5FPAA,AA
2013,7,18,17,LGA,DTW,N974DL,DL
2013,7,18,18,EWR,TPA,N402UA,UA
2013,7,18,18,EWR,LAX,N3JAAA,AA
2013,7,18,18,JFK,DTW,N918XJ,9E
2013,7,18,18,EWR,SNA,N24211,UA
2013,7,18,18,LGA,STL,N4XYAA,AA
2013,7,18,19,JFK,FLL,N206JB,B6
2013,7,18,17,LGA,XNA,N724MQ,MQ
2013,7,18,19,EWR,RIC,N22909,EV
2013,7,18,18,EWR,SFO,N38451,UA
2013,7,18,19,EWR,CLE,N37293,UA
2013,7,18,19,JFK,SEA,N717TW,DL
2013,7,18,19,JFK,PDX,N3737C,DL
2013,7,18,18,JFK,SFO,N621VA,VX
2013,7,18,17,EWR,HOU,N431WN,WN
2013,7,18,19,JFK,MCO,N3743H,DL
2013,7,18,18,EWR,MIA,N28457,UA
2013,7,18,18,LGA,BNA,N721MQ,MQ
2013,7,18,17,LGA,PWM,N359NW,DL
2013,7,18,17,LGA,ATL,N310NW,DL
2013,7,18,18,LGA,ORD,N3FJAA,AA
2013,7,18,19,JFK,SAT,N314NB,DL
2013,7,18,18,EWR,LAX,N530VA,VX
2013,7,18,19,LGA,DFW,N3CKAA,AA
2013,7,18,18,EWR,MCI,N14203,EV
2013,7,18,19,JFK,PIT,N910XJ,9E
2013,7,18,19,EWR,CLT,N22971,EV
2013,7,18,19,JFK,ORD,N923XJ,9E
2013,7,18,18,EWR,DFW,N33294,UA
2013,7,18,19,JFK,LAS,N3758Y,DL
2013,7,18,18,LGA,ATL,N642DL,DL
2013,7,18,18,JFK,PHX,N3769L,DL
2013,7,18,18,JFK,CHS,N8940E,9E
2013,7,18,19,EWR,ATL,N12564,EV
2013,7,18,18,JFK,LAS,N658JB,B6
2013,7,18,19,JFK,ATL,N352NW,DL
2013,7,18,18,LGA,PBI,N3764D,DL
2013,7,18,17,JFK,IAD,N292JB,B6
2013,7,18,19,JFK,SMF,N593JB,B6
2013,7,18,19,EWR,SFO,N76505,UA
2013,7,18,19,EWR,LAS,N68452,UA
2013,7,18,18,LGA,ORD,N4YKAA,AA
2013,7,18,19,EWR,PBI,N36469,UA
2013,7,18,19,LGA,MKE,N200WN,WN
2013,7,18,19,LGA,CMH,N723MQ,MQ
2013,7,18,19,JFK,RDU,N812MQ,MQ
2013,7,18,19,JFK,IAD,N834AS,EV
2013,7,18,18,LGA,DAY,N8758D,9E
2013,7,18,19,EWR,DFW,N502AA,AA
2013,7,18,18,EWR,CLT,N538UW,US
2013,7,18,18,EWR,MSY,N744SW,WN
2013,7,18,19,EWR,TYS,N16541,EV
2013,7,18,19,JFK,JAX,N927XJ,9E
2013,7,18,19,JFK,CMH,N6EAMQ,MQ
2013,7,18,19,JFK,LAX,N320AA,AA
2013,7,18,20,JFK,TPA,N915DL,DL
2013,7,18,18,JFK,SJC,N636JB,B6
2013,7,18,17,LGA,MCO,N920DL,DL
2013,7,18,19,JFK,RDU,N602LR,9E
2013,7,18,19,EWR,DSM,N11192,EV
2013,7,18,20,JFK,BOS,N238JB,B6
2013,7,18,18,LGA,MSP,N520MQ,MQ
2013,7,18,19,LGA,IAH,N14219,UA
2013,7,18,19,JFK,BOS,N3GBAA,AA
2013,7,18,19,LGA,FLL,N517JB,B6
2013,7,18,17,JFK,SEA,N529JB,B6
2013,7,18,19,EWR,DTW,N181PQ,EV
2013,7,18,19,JFK,BOS,N924XJ,9E
2013,7,18,20,JFK,ABQ,N624JB,B6
2013,7,18,19,LGA,ATL,N920DE,DL
2013,7,18,20,EWR,FLL,N33289,UA
2013,7,18,18,EWR,FLL,N503JB,B6
2013,7,18,19,LGA,MIA,N907DE,DL
2013,7,18,19,EWR,PDX,N841UA,UA
2013,7,18,19,EWR,LAX,N515UA,UA
2013,7,18,20,EWR,TUL,N34110,EV
2013,7,18,18,JFK,BUF,N179JB,B6
2013,7,18,20,JFK,MCO,N508JB,B6
2013,7,18,16,JFK,MCO,N649JB,B6
2013,7,18,19,LGA,BOS,N944UW,US
2013,7,18,20,LGA,ATL,N528MQ,MQ
2013,7,18,18,LGA,DTW,N369NB,DL
2013,7,18,18,LGA,MSY,N339NB,DL
2013,7,18,20,JFK,LAX,N518UA,UA
2013,7,18,19,EWR,SEA,N420UA,UA
2013,7,18,19,JFK,SLC,N695DL,DL
2013,7,18,20,JFK,BWI,N8933B,9E
2013,7,18,19,EWR,BOS,N23707,UA
2013,7,18,20,JFK,PHX,N665JB,B6
2013,7,18,17,EWR,IAH,N537UA,UA
2013,7,18,20,EWR,SFO,N577UA,UA
2013,7,18,20,JFK,LAX,N627VA,VX
2013,7,18,19,EWR,DCA,N13955,EV
2013,7,18,19,LGA,FLL,N327NW,DL
2013,7,18,20,JFK,IAD,N8488D,9E
2013,7,18,19,EWR,OKC,N13132,EV
2013,7,18,17,LGA,ATL,N261AT,FL
2013,7,18,18,LGA,BNA,N467WN,WN
2013,7,18,20,EWR,CVG,N13949,EV
2013,7,18,19,EWR,ATL,N132EV,EV
2013,7,18,18,LGA,MSP,N336NW,DL
2013,7,18,20,JFK,SFO,N563JB,B6
2013,7,18,20,JFK,CVG,N932XJ,9E
2013,7,18,20,EWR,CHS,N13553,EV
2013,7,18,20,EWR,STL,N14168,EV
2013,7,18,21,JFK,FLL,N374DA,DL
2013,7,18,20,JFK,DCA,N920XJ,9E
2013,7,18,20,LGA,RDU,N722MQ,MQ
2013,7,18,20,EWR,JAX,N19966,EV
2013,7,18,19,LGA,ORD,N544AA,AA
2013,7,18,19,JFK,MSY,N903XJ,9E
2013,7,18,19,LGA,CLT,N750EV,EV
2013,7,18,19,LGA,MCO,N396DA,DL
2013,7,18,21,JFK,BUF,N358JB,B6
2013,7,18,20,EWR,CLE,N16701,UA
2013,7,18,20,EWR,TPA,N76502,UA
2013,7,18,20,EWR,MDW,N753SW,WN
2013,7,18,20,JFK,PDX,N659JB,B6
2013,7,18,20,LGA,MIA,N3EGAA,AA
2013,7,18,20,EWR,IAH,N832UA,UA
2013,7,18,19,LGA,ORD,N3CMAA,AA
2013,7,18,21,EWR,PBI,N823UA,UA
2013,7,18,20,EWR,SJU,N73276,UA
2013,7,18,21,JFK,LAX,N154DL,DL
2013,7,18,20,EWR,BQN,N13248,UA
2013,7,18,21,JFK,MSY,N183JB,B6
2013,7,18,20,LGA,ATL,N926DL,DL
2013,7,18,20,EWR,FLL,N79402,UA
2013,7,18,20,LGA,BOS,N957UW,US
2013,7,18,18,LGA,CLE,N518MQ,MQ
2013,7,18,19,LGA,CLE,N16149,EV
2013,7,18,21,LGA,MCO,N583JB,B6
2013,7,18,20,EWR,AUS,N804UA,UA
2013,7,18,21,JFK,JAX,N304JB,B6
2013,7,18,20,EWR,OMA,N11119,EV
2013,7,18,21,EWR,SDF,N13968,EV
2013,7,18,14,JFK,SJU,N5FNAA,AA
2013,7,18,20,EWR,LAX,N73259,UA
2013,7,18,20,EWR,MIA,N17730,UA
2013,7,18,21,LGA,BOS,N955UW,US
2013,7,18,18,LGA,ATL,N971AT,FL
2013,7,18,20,EWR,RIC,N16987,EV
2013,7,18,21,JFK,SJU,N3751B,DL
2013,7,18,18,LGA,CLT,N154UW,US
2013,7,18,20,LGA,ATL,N957DL,DL
2013,7,18,20,EWR,BOS,N836UA,UA
2013,7,18,20,LGA,CAK,N938AT,FL
2013,7,18,21,JFK,BOS,N371NB,DL
2013,7,18,21,EWR,IAH,N38268,UA
